domain,m_p,m_e,v_p,r_p,omega_p,tau_p,v_e,r_e,omega_e,miss_distance
aquatic,4.32,0.00913066,5.645170222728333,0.11955416840691963,47.21851440189181,0.12273480149948889,0.5769388533839791,0.015342784945554687,37.603267948504836,0.030686464049001813
aquatic,8.77952,0.01940598,7.312839802703529,0.1514352799820982,48.2901989785208,0.13554575100056906,0.7627678215853287,0.01972643778714174,38.6672865023062,0.039454202724715316
aquatic,11.02736,0.01557376,7.925969933717608,0.16339069682279014,48.509309818991326,0.13994133653188442,0.7030869586131041,0.018331639155727678,38.35374199984873,0.036664979592802946
aquatic,0.65536,0.04705274,2.8085206640953957,0.06376222315035714,44.04678076347256,0.09425560606420573,1.0588743857080534,0.026501173996867182,39.95575387842167,0.05300250036071269
aquatic,0.8575,0.0171475,3.1025350002540373,0.06973993157070311,44.48721027362427,0.09787071881457787,0.7286048935393344,0.018929409997762273,38.49062879537534,0.03785903874690855
aquatic,0.8575,0.16,3.1025350002540373,0.06973993157070311,44.48721027362427,0.09787071881457787,1.6660751234048226,0.03985138946897321,41.80720285052961,0.07970293962632521
aquatic,10.24,0.0675,7.723119524923304,0.1594055578758928,48.449499677647594,0.13849751908644123,1.2102751836214192,0.029888542101729906,40.49294808365277,0.05977818233237425
aquatic,10.24,0.0390625,7.723119524923304,0.1594055578758928,48.449499677647594,0.13849751908644123,0.9883517512375163,0.024907118418108255,39.68149725899057,0.0498154940812178
aquatic,6.86,0.05488,6.689649990875765,0.13947986314140623,47.961403461471164,0.1309439315087473,1.120970397886603,0.027895972628281248,40.18395102489277,0.0557927886837435
aquatic,540.0,0.54,13.775483115746441,0.5977708420345981,23.04475586139268,0.24128766817075342,2.614188640050674,0.05977708420345981,43.7322876297029,0.11956056800754519
aquatic,1.28,0.0675,3.5987141050889386,0.0797027789379464,45.151676679815175,0.10351645617208488,1.2102751836214192,0.029888542101729906,40.49294808365277,0.05977731605714155
aquatic,2.5,0.03456,4.611175623789778,0.09962847367243301,46.28371241489451,0.11368720807044408,0.9445270003399895,0.023910833681383924,39.50205220470262,0.0478220927246886
aquatic,0.54,0.01458,2.614188640050674,0.05977708420345981,43.7322876297029,0.09173501290143464,0.6861260772177737,0.017933125261037942,38.26026234860871,0.03586641272339402
aquatic,2.5,0.00432,4.611175623789778,0.09962847367243301,46.28371241489451,0.11368720807044408,0.4372819815894002,0.011955416840691964,36.576054805638286,0.023911533452529537
aquatic,67.5,0.54,12.826652332036018,0.29888542101729904,42.91494810412191,0.18034434473496355,2.614188640050674,0.05977708420345981,43.7322876297029,0.11955673040569366
aquatic,0.59582,0.0675,2.7111806211698353,0.06176965367690847,43.89178924898787,0.09300710164894123,1.2102751836214192,0.029888542101729906,40.49294808365277,0.05977722350869823
aquatic,0.8575,0.0084375,3.1025350002540373,0.06973993157070311,44.48721027362427,0.09787071881457787,0.5603138188447218,0.014944271050864953,37.49355301022137,0.029888796073144687
aquatic,0.16,0.00054,1.6660751234048226,0.03985138946897321,41.80720285052961,0.0773707483650963,0.20244580764120348,0.005977708420345982,33.86679198874109,0.011228570900517784
aquatic,0.0390625,0.00016,0.9883517512375163,0.024907118418108255,39.68149725899057,0.06351062767022372,0.1290227945988915,0.003985138946897321,32.375983953920546,0.006002450255819069
